Code,"Indicator Name","Long definition","Source"
DT.DOD.ALLN.ZSX,"Debt on Non-concessional terms to export ratio (% of exports)","Non-concessional LDOD conveys information about the borrower's receipt of aid from official lenders on non-concessional terms as defined by the Development Assistance Committee (DAC) of the OECD. Concessional debt is defined as loans with an original grant element of 25 percent or more. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 10 percent. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. Loans from major regional development banks--African Development Bank, Asian Development Bank, and the Inter-American Development Bank--and from the World Bank are classified as concessional according to each institution's classification and not according to the DAC definition, as was the practice in earlier reports. Long-term debt outstanding and disbursed (LDOD) is the total outstanding long-term debt at year end. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents and repayable in foreign currency, goods, or services.  Data are divided by GDP at market prices in current U.S. dollars to facilitate comparison across economies.  ","World Bank, Global Development Finance."
DT.DOD.ALLN.ZSG,"Debt on Non-concessional terms to GDP (% of GDP)","Non-concessional LDOD conveys information about the borrower's receipt of aid from official lenders on non-concessional terms as defined by the Development Assistance Committee (DAC) of the OECD. Concessional debt is defined as loans with an original grant element of 25 percent or more. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 10 percent. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. Loans from major regional development banks--African Development Bank, Asian Development Bank, and the Inter-American Development Bank--and from the World Bank are classified as concessional according to each institution's classification and not according to the DAC definition, as was the practice in earlier reports. Long-term debt outstanding and disbursed (LDOD) is the total outstanding long-term debt at year end. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents and repayable in foreign currency, goods, or services.  Data are in current U.S. dollars.  ","World Bank, Global Development Finance."
DT.DOD.DLTF.CD,"Debt outstanding and disbursed, Long-term debt including IMF credit (DOD, current US$)","Long-term debt is debt that has an original or extended maturity of more than one year. It has three components: public, publicly guaranteed, and private nonguaranteed debt. Data are in current U.S. dollars.  Use of IMF credit denotes repurchase obligations to the IMF for all uses of IMF resources (excluding those resulting from drawings on the reserve tranche). These obligations, shown for the end of the year specified, comprise purchases outstanding under the credit tranches, including enlarged access resources, and all special facilities (the buffer stock, compensatory financing, extended fund, and oil facilities), trust fund loans, and operations under the structural adjustment and enhanced structural adjustment facilities. Data are in current U.S. dollars.  ","World Bank, Global Development Finance."
DT.DOD.PGNG.CD,"Debt outstanding and disbursed, PPG and PNG private creditors (DOD, current US$)","Public and publicly guaranteed debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Long-term debt outstanding and disbursed (LDOD) is the total outstanding long-term debt at year end.  Private nonguaranteed long-term debt outstanding and disbursed (LDOD) is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Long-term debt outstanding and disbursed (LDOD) is the total outstanding long-term debt at year end. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents and repayable in foreign currency, goods, or services.  ","World Bank, Global Development Finance."
DT.DOD.BLTN.CD,"Debt outstanding and disbursed, PPG Bilateral on nonconcessional terms (DOD, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. These are non-concessional figures, however the explanation for concessional is provided here as reference.  Concessional debt is defined as loans with an original grant element of 25 percent or more. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 10 percent. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. Principal repayments are actual amounts of principal (amortization) paid in foreign currency, goods, or services in the year specified.  ","World Bank, Global Development Finance."
DT.DOD.MLTN.CD,"Debt outstanding and disbursed, PPG Multilateral on nonconcessional terms (DOD, current US$)","Public and publicly guaranteed multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization.  ","World Bank, Global Development Finance."
DT.DOD.DECT.CD.PC,"Debt outstanding and disbursed, Total per capita (DOD, current US$)","Total external debt is debt owed to nonresidents repayable in foreign currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt.  Data are in current U.S. dollars per inhabitant of the country.  ","World Bank, Global Development Finance."
DT.DOD.DECT.CD.ZSG,"Debt outstanding and disbursed, Total to GDP (% of GDP)","Total external debt is debt owed to nonresidents repayable in foreign currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Data expressed as a percentage of GDP at market prices.  ","World Bank, Global Development Finance."
DT.TDS.DPPF.XP.ZS,"Debt service (PPG and IMF only, % of exports, excluding workers' remittances)","Debt service is the sum of principle repayments and interest actually paid in foreign currency, goods, or services. This series differs from the standard debt to exports series. It covers only long-term public and publicly guaranteed debt and repayments (repurchases and charges) to the IMF. Exports of goods and services include income, but do not include workers' remittances. Data for Heavily Indebted Poor Countries (HIPC) are from HIPC Initiative's Status of Implementation Report.","World Bank, Global Development Finance."
BN.DSR.UNPD.CD,"Debt service not paid (BoP, current US$)","Debt service not paid (BoP, current US$). ","World Bank country economists."
BN.FAC.ARAC.CD,"Debt Service not paid: Arrears Accumulation (BoP, current US$)","In the standard presentation of the balance of payments, arrears of interest and amortization--amounts that are past due and unpaid--are recorded as if the amounts had been paid on schedule, and an offsetting entry is made to reflect the associated new, short-term commitments.  Data are in current US dollars. ","World Bank country economists."
DT.TDS.DLXF.CD,"Debt service on external debt, long-term (TDS, current US$)","Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency, goods, or services. Data are in current U.S. dollars.","World Bank, Global Development Finance."
DT.TDS.DPNG.CD,"Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)","Private nonguaranteed debt service is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency, goods, or services. Data are in current U.S. dollars.","World Bank, Global Development Finance."
DT.TDS.DPPG.CD,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","Public and publicly guaranteed debt service is the sum of principal repayments and interest actually paid in foreign currency, goods, or services on long-term obligations of public debtors and long-term private obligations guaranteed by a public entity. Data are in current U.S. dollars.","World Bank, Global Development Finance."
DT.TDS.DECT.CD,"Debt service on external debt, total (TDS, current US$)","Total debt service is the sum of principal repayments and interest actually paid in foreign currency, goods, or services on long-term debt, interest paid on short-term debt, and repayments (repurchases and charges) to the IMF. Data are in current U.S. dollars.","World Bank, Global Development Finance."
DT.SRV.POST.ZS,"Debt service to export ratio, ex-post (%)","The debt service to export ratio is defined as the total debt service divided by the sum of exports of goods, services, and income plus workers' remittances.  Definitions for each indicator follow.  Total debt service (TDS) shows the debt service payments on total long-term debt (public and publicly guaranteed and private nonguaranteed), use of IMF credit, and interest on short-term debt only. Debt service payments are the sum of principal repayments and interest payments in the year specified.  Exports of goods, services and income is the sum of goods (merchandise) exports, exports of (nonfactor) services and income (factor) receipts.  Data are in current U.S. dollars.  Workers' remittances are current transfers by migrants who are employed or intend to remain employed for more than a year in another economy in which they are considered residents. Some developing countries classify workers' remittances as a factor income receipt (and thus as a component of GNI). The World Bank adheres to international guidelines in defining GNI, and its classification of workers' remittances may therefore differ from national practices. This item shows receipts by the reporting country. ","World Bank, Global Development Finance and International Monetary Fund, International Financial Statistics."
DT.TDS.PGNG.CD,"Debt service, PPG and PNG private creditors (TDS, current US$)","Debt service for private and public non-guaranteed debt is the sum of the two.","World Bank, Global Development Finance."
DT.TRA.DECT.CD,"Debt service, reduction in arrears/prepayments (current US$)","Adjustment - debt service arrears reductions/prepayments (-), equals principal arrears reductions/prepayments plus interest arrears reductions. Data are denominated in U.S. dollars.  ","World Bank, Global Development Finance."
PA.NUS.ATLS,"DEC alternative conversion factor (LCU per US$)","The DEC alternative conversion factor is the underlying annual exchange rate used for the World Bank Atlas method. As a rule, it is the official exchange rate reported in the IMF's International Financial Statistics (line rf). Exceptions arise where further refinements are made by World Bank staff. It is expressed in local currency units per U.S. dollar.","International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates."
GB.XPD.DEFN.CN,"Defense expenditure (current LCU)","Defense expenditures for NATO countries are based on the NATO definition, which covers military-related expenditures of the defense ministry (including recruiting, training, construction, and the purchase of military supplies and equipment) and other ministries. Civilian-type expenditures of the defense ministry are excluded. Military assistance is included in the expenditures of the donor country, and purchases of military equipment on credit are included at the time the debt is incurred, not at the time of payment. Data for other countries generally cover expenditures of the ministry of defense (excluded are expenditures on public order and safety, which are classified separately). Data are in current local currency.  ","World Bank country economists."
IC.TEL.DURS,"Delay in obtaining a mainline telephone connection (days)","Delay for firm in obtaining a telephone connection is the average actual delay in days that firms experience when obtaining a telephone connection, measured from the day the establishment applied to the day it received the service or approval.  ","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.WAT.DURS,"Delay in obtaining a water connections (days)","Delay for firm in obtaining water connection is the average actual delay in days that firms experience when obtaining a water connection, measured from the day the establishment applied to the day it received the service or approval.  ","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.ELC.DURS,"Delay in obtaining an electrical connection (days)","Delay in obtaining an electrical connection is the average wait, in days, experienced to obtain an electrical connection from the day an establishment applies for it to the day it receives the service.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
FS.XPC.DDPT.CN,"Demand deposits (current LCU)","Demand deposits.  ","International Monetary Fund."
FR.INR.DPST,"Deposit interest rate (%)","Deposit interest rate is the rate paid by commercial or similar banks for demand, time, or savings deposits.","International Monetary Fund, International Financial Statistics and data files."
SN.ITK.DPTH,"Depth of hunger (kilocalories per person per day)","Depth of hunger or the intensity of food deprivation, indicates how much food-deprived people fall short of minimum food needs in terms of dietary energy. The food deficit, in kilocalories per person per day, is measured by comparing the average amount of dietary energy that undernourished people get from the foods they eat with the minimum amount of dietary energy they need to maintain body weight and undertake light activity. The depth of hunger is low when it is less than 200 kilocalories per person per day, and high when it is higher than 300 kilocalories per person per day.","Food and Agriculture Organization, Food Security Statistics (http://www.fao.org/economic/ess/food-security-statistics/en/)."
GB.TAX.DRCT.CN,"Direct taxes (current LCU)","Direct taxes on goods and services include all taxes and duties levied  on production, extraction, sale, transfer, leasing, or delivery of goods and rendering of services, or in respect of the use of goods, or permission to use goods or to perform activities, are covered.  Examples include all general sales taxes, value added taxes and excises.  Data are in current local currency.","World Bank country economists."
DT.DIS.DLXF.CD,"Disbursements on external debt, long-term (DIS, current US$)","Disbursements on long-term debt are drawings by the borrower on loan commitments during the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency, goods, or services. Data are in current U.S. dollars.","World Bank, Global Development Finance."
DT.DIS.DLTF.CD,"Disbursements on external debt, long-term + IMF (DIS, current US$)","Disbursements are drawings by the borrower on loan commitments during the year specified. This item includes disbursements on long-term debt and IMF purchases. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency, goods, or services. IMF purchases are total drawings on the General Resources Account of the IMF during the year specified, excluding drawings in the reserve tranche. To maintain comparability between data on transactions with the IMF and data on long-term debt, use of IMF credit outstanding at the end of year (stock) is converted to dollars at the SDR exchange rate in effect at the end of year. Purchases are converted at the average SDR exchange rate for the year in which transactions take place. Data are in current U.S. dollars.","World Bank, Global Development Finance."
DT.DIS.DPNG.CD,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)","Private nonguaranteed external debt is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Disbursements are drawings by the borrower on loan commitments during the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency, goods, or services. Data are in current U.S. dollars.","World Bank, Global Development Finance."
DT.DIS.DPPG.CD,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","Public and publicly guaranteed long-term debt are aggregated. Public debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Disbursements are drawings by the borrower on loan commitments during the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency, goods, or services. Data are in current U.S. dollars.","World Bank, Global Development Finance."
DT.DIS.BLCT.CD,"Disbursements, Bilateral on nonconcessional terms (DIS, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 25 percent or more. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 10 percent. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. Disbursements are drawings on loan commitments during the year specified.  ","World Bank, Global Development Finance."
DT.DIS.PGNG.CD,"Disbursements, PPG and PNG private creditors (current US$)","Private nonguaranteed external debt is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Disbursements are drawings on loan commitments during the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents and repayable in foreign currency, goods, or services.  Public and publicly guaranteed debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency.   Disbursements are drawings on loan commitments during the year specified.  ","World Bank, Global Development Finance."
DT.DIS.MLCT.CD,"Disbursements, PPG Multilateral creditors nonconcessional (DIS, current US$)","Public and publicly guaranteed multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government. Disbursements are drawings on loan commitments during the year specified.  Data are in current U.S. dollars.  ","World Bank, Global Development Finance."
DT.DIS.DSTC.CD,"Disbursements, Short-term (DIS, current US$)","Short-term external debt is defined as debt that has an original maturity of one year or less. Available data permit no distinction between public and private nonguaranteed short-term debt.  Data are in current U.S. dollars.  ","World Bank, Global Development Finance."
DT.DIS.DECT.CD,"Disbursements, Total (current US$)","Disbursements are drawings on loan commitments during the year specified. This item includes disbursements on long-term and short-term debt and IMF repurchases. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents and repayable in foreign currency, goods, or services. IMF purchases are total drawings on the General Resources Account of the IMF during the year specified, excluding drawings in the reserve tranche. To maintain comparability between data on transactions with the IMF and data on long-term debt, use of IMF credit outstanding at the end of year (stock) is converted to dollars at the SDR exchange rate in effect at the end of year. Purchases are converted at the average SDR exchange rate for the year in which transactions take place.  ","World Bank, Global Development Finance."
NY.GDP.DISC.KN,"Discrepancy in expenditure estimate of GDP (constant LCU)"," A statistical discrepancy usually arises when the GDP components are estimated independently by industrial origin and by expenditure categories. This item represents the discrepancy in the use of resources (i.e., the estimate of GDP by expenditure categories). Data are in constant local currency.","World Bank national accounts data, and OECD National Accounts data files."
NY.GDP.DISC.CN,"Discrepancy in expenditure estimate of GDP (current LCU)","Discrepancy in expenditure estimate of GDP is the discrepancy included in final consumption expenditure, etc. (total consumption, etc.). This discrepancy is included to ensure that GDP from the expenditure side equals GDP measured by the income or output approach. Data are in current local currency.","World Bank national accounts data, and OECD National Accounts data files."
NY.GDP.DISC.CD,"Discrepancy in expenditure estimate of GDP (current US$)","This is the discrepancy included in the ‘total consumption etc.' This discrepancy is included to ensures that GDP from the expenditure side equals GDP measured by the income or output approach. Data are in current U.S. dollars.","World Bank national accounts data, and OECD National Accounts data files."
NV.SRV.DISC.KN,"Discrepancy in GDP, value added (constant LCU)","This is the discrepancy included in the value added of services, etc. Covered here are any discrepancies noted by national compilers as well as discrepancies arising from linking new and old series in the World Bank data base. Data are in constant local currency.","World Bank national accounts data, and OECD National Accounts data files."
NV.SRV.DISC.CN,"Discrepancy in GDP, value added (current LCU)","This is the discrepancy included in the value added of services, etc. Covered here are any discrepancies noted by national compilers as well as discrepancies arising from linking new and old series in the World Bank data base. Data are in current local currency.","World Bank national accounts data, and OECD National Accounts data files."
NV.SRV.DISC.CD,"Discrepancy in GDP, value added (current US$)","This is the discrepancy included in the value added of services, etc. Covered here are any discrepancies noted by national compilers as well as discrepancies arising from linking new and old series in the World Bank data base. Data are in current U.S. dollars.","World Bank national accounts data, and OECD National Accounts data files."
IC.EXP.DOCS,"Documents to export (number)","All documents required per shipment to export goods are recorded. It is assumed that the contract has already been agreed upon and signed by both parties. Documents required for clearance by government ministries, customs authorities, port and container terminal authorities, health and technical control agencies and banks are taken into account. Since payment is by letter of credit, all documents required by banks for the issuance or securing of a letter of credit are also taken into account. Documents that are renewed annually and that do not require renewal per shipment (for example, an annual tax clearance certificate) are not included.","World Bank, Doing Business project (http://www.doingbusiness.org/)."
IC.IMP.DOCS,"Documents to import (number)","All documents required per shipment to import goods are recorded. It is assumed that the contract has already been agreed upon and signed by both parties. Documents required for clearance by government ministries, customs authorities, port and container terminal authorities, health and technical control agencies and banks are taken into account. Since payment is by letter of credit, all documents required by banks for the issuance or securing of a letter of credit are also taken into account. Documents that are renewed annually and that do not require renewal per shipment (for example, an annual tax clearance certificate) are not included.","World Bank, Doing Business project (http://www.doingbusiness.org/)."
FS.AST.PRVT.GD.ZS,"Domestic credit to private sector (% of GDP)","Domestic credit to private sector refers to financial resources provided to the private sector, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates."
GB.FIN.DMSY.CN,"Domestic financing, monetary system credit (current LCU)","Domestic financing, monetary system credit. Data are in current local currency.","World Bank country economists."
IC.SALE.DOM.ZS,"Domestic Sales (% sales)","Percentage of sales sold domestically.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.BUS.EASE.XQ,"Ease of doing business index (1=most business-friendly regulations)","Ease of doing business index ranks economies from 1 to 183, with first place being the best. A high ranking means that the regulatory environment is conducive to business operation. The index ranks the simple average of the country's percentile rankings on 10 topics covered in the World Bank's Doing Business. The ranking on each topic is the simple average of the percentile rankings on its component indicators.","World Bank, Doing Business project (http://www.doingbusiness.org/)."
SL.TLF.0714.FE.ZS,"Economically active children, female (% of female children ages 7-14)","Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
SL.TLF.0714.MA.ZS,"Economically active children, male (% of male children ages 7-14)","Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
SL.TLF.0714.SW.ZS,"Economically active children, study and work (% of economically active children, ages 7-14)","Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey. Study and work refer to children attending school in combination with economic activity.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
SL.TLF.0714.SW.FE.ZS,"Economically active children, study and work, female (% of female economically active children, ages 7-14)","Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey. Study and work refer to children attending school in combination with economic activity.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
SL.TLF.0714.SW.MA.ZS,"Economically active children, study and work, male (% of male economically active children, ages 7-14)","Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey. Study and work refer to children attending school in combination with economic activity.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
SL.TLF.0714.ZS,"Economically active children, total (% of children ages 7-14)","Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
SL.TLF.0714.WK.ZS,"Economically active children, work only (% of economically active children, ages 7-14)","Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey. Work only refers to children involved in economic activity and not attending school.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
SL.TLF.0714.WK.FE.ZS,"Economically active children, work only, female (% of female economically active children, ages 7-14)","Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey. Work only refers to children involved in economic activity and not attending school.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
SL.TLF.0714.WK.MA.ZS,"Economically active children, work only, male (% of male economically active children, ages 7-14)","Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey. Work only refers to children involved in economic activity and not attending school.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
EN.AGR.EMPL,"Economically active population in agriculture (number)","Agricultural employment shows the number of workers in the agricultural sector.","Food and Agriculture Organization, Production Yearbook and data files."
EN.AGR.EMPL.FE,"Economically active population in agriculture, female (FAO, number)","Economically active female population in agriculture is that part of the economically active female population engaged in or seeking work in agriculture, hunting, fishing or forestry.  ","Food and Agriculture Organization, Production Yearbook and data files."
EN.AGR.EMPL.MA,"Economically active population in agriculture, male (FAO, number)","Economically active male population in agriculture is that part of the economically active male population engaged in or seeking work in agriculture, hunting, fishing or forestry.  ","Food and Agriculture Organization, Production Yearbook and data files."
GCI.PILLAR5TO10.XQ,"Efficiency enhancers (weighted index 5th to 10th pillar)","The efficiency enhancers subindex includes those pillars critical for countries in the efficiency-driven stage (pillar 5 to 10).  ","The Global Competitiveness Report: various issues (http://gcr.weforum.org/)."
EG.USE.ELEC.KH.PC,"Electric power consumption (kWh per capita)","Electric power consumption measures the production of power plants and combined heat and power plants less transmission, distribution, and transformation losses and own use by heat and power plants.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries and Energy Statistics of OECD Countries."
EG.USE.ELEC.KH,"Electric power consumption (kWh)","Electric power consumption measures the production of power plants and combined heat and power plants less transmission, distribution, and transformation losses and own use by heat and power plants.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries and Energy Statistics of OECD Countries."
EG.ELC.LOSS.ZS,"Electric power transmission and distribution losses (% of output)","Electric power transmission and distribution losses include losses in transmission between sources of supply and points of distribution and in the distribution to consumers, including pilferage.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries and Energy Statistics of OECD Countries, and United Nations, Energy Statistics Yearbook."
EG.ELC.LOSS.KH,"Electric power transmission and distribution losses (kWh)","Electric power transmission and distribution losses include losses in transmission between sources of supply and points of distribution and in the distribution to consumers, including pilferage.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries and Energy Statistics of OECD Countries, and United Nations, Energy Statistics Yearbook."
IC.FRM.ELEC.ZS,"Electricity (% of firms identifying this as a major constraint)","Percentage of firms identifying corruption as a major constraint. The computation of the indicator is based on the rating of the obstacle as a potential constraint to the current operations of the establishment. ","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.CNS.ELEC.ZS,"Electricity (% of managers surveyed ranking this as a major constraint)","Is the share of senior managers who ranked electricity as a major or severe constraint.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.ELC.GEN.ZS,"Electricity from Generator (%)","Percentage of electricity supplied from a generator or generators that the establishment owned or shared.   For survey data collected in 2006 and 2007, this indicator is computed for the Manufacturing module only.  ","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
EG.ELC.PROD.KH,"Electricity production (kWh)","Electricity production is measured at the terminals of all alternator sets in a station. In addition to hydropower, coal, oil, gas, and nuclear power generation, it covers generation by geothermal, solar, wind, and tide and wave energy, as well as that from combustible renewables and waste. Production includes the output of electricity plants that are designed to produce electricity only as well as that of combined heat and power plants.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
EG.ELC.COAL.ZS,"Electricity production from coal sources (% of total)","Sources of electricity refer to the inputs used to generate electricity. Coal refers to all coal and brown coal, both primary (including hard coal and lignite-brown coal) and derived fuels (including patent fuel, coke oven coke, gas coke, coke oven gas, and blast furnace gas). Peat is also included in this category.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
EG.ELC.COAL.KH,"Electricity production from coal sources (kWh)","Sources of electricity refer to the inputs used to generate electricity. Coal refers to all coal and brown coal, both primary (including hard coal and lignite-brown coal) and derived fuels (including patent fuel, coke oven coke, gas coke, coke oven gas, and blast furnace gas). Peat is also included in this category.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
EG.ELC.HYRO.ZS,"Electricity production from hydroelectric sources (% of total)","Sources of electricity refer to the inputs used to generate electricity. Hydropower refers to electricity produced by hydroelectric power plants.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
EG.ELC.HYRO.KH,"Electricity production from hydroelectric sources (kWh)","Sources of electricity refer to the inputs used to generate electricity. Hydropower refers to electricity produced by hydroelectric power plants.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
EG.ELC.NGAS.ZS,"Electricity production from natural gas sources (% of total)","Sources of electricity refer to the inputs used to generate electricity. Gas refers to natural gas but excludes natural gas liquids.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
EG.ELC.NGAS.KH,"Electricity production from natural gas sources (kWh)","Sources of electricity refer to the inputs used to generate electricity. Gas refers to natural gas but excludes natural gas liquids.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
EG.ELC.NUCL.ZS,"Electricity production from nuclear sources (% of total)","Sources of electricity refer to the inputs used to generate electricity. Nuclear power refers to electricity produced by nuclear power plants.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
EG.ELC.NUCL.KH,"Electricity production from nuclear sources (kWh)","Sources of electricity refer to the inputs used to generate electricity. Nuclear power refers to electricity produced by nuclear power plants.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
EG.ELC.PETR.ZS,"Electricity production from oil sources (% of total)","Sources of electricity refer to the inputs used to generate electricity. Oil refers to crude oil and petroleum products.","International Energy Agency (IEA Statistics © OECD/IEA, http://www.iea.org/stats/index.asp), Energy Statistics and Balances of Non-OECD Countries, Energy Statistics of OECD Countries, and Energy Balances of OECD Countries."
